student_id,student_type,subtype,timestep,marks,study_hours,attendance_pct,assignment_completion,sleep_hours,focus_score
STU0193,stable,low_stable,6,42,1.5,55,0.33,5.2,3.6
STU0194,erratic,high_erratic,1,61,5.4,100,0.82,9.3,3.4
STU0194,erratic,high_erratic,2,79,3.6,100,0.82,9.5,4.4
STU0194,erratic,high_erratic,3,55,2.7,87,0.8,9.5,2.6
STU0194,erratic,high_erratic,4,90,2.9,77,1.0,8.6,8.1
STU0194,erratic,high_erratic,5,83,4.1,95,0.43,6.0,7.0
STU0194,erratic,high_erratic,6,66,3.7,69,0.71,7.9,3.4
STU0195,improving,fast_improver,1,40,3.5,89,0.75,6.1,6.3
STU0195,improving,fast_improver,2,45,3.6,91,0.77,6.4,7.0
STU0195,improving,fast_improver,3,49,4.1,96,0.82,6.3,7.0
STU0195,improving,fast_improver,4,63,4.8,95,0.83,6.6,7.2
STU0195,improving,fast_improver,5,63,5.0,100,0.87,6.5,7.1
STU0195,improving,fast_improver,6,73,5.4,99,0.9,6.6,7.5
STU0196,declining,burnout,1,84,5.2,85,0.94,6.3,9.1
STU0196,declining,burnout,2,81,5.2,88,0.88,6.1,9.1
STU0196,declining,burnout,3,79,5.4,84,0.81,6.1,8.9
STU0196,declining,burnout,4,54,2.7,68,0.79,5.8,8.3
STU0196,declining,burnout,5,37,1.9,65,0.71,5.5,8.2
STU0196,declining,burnout,6,25,1.1,50,0.64,5.2,8.0
STU0197,improving,fast_improver,1,47,6.1,80,0.68,7.0,7.2
STU0197,improving,fast_improver,2,52,6.6,82,0.7,7.1,7.6
STU0197,improving,fast_improver,3,60,7.1,87,0.73,7.3,8.0
STU0197,improving,fast_improver,4,63,7.4,89,0.77,7.3,8.2
STU0197,improving,fast_improver,5,65,7.8,97,0.79,7.2,8.4
STU0197,improving,fast_improver,6,81,8.3,100,0.84,7.3,8.6
STU0198,improving,late_bloomer,1,58,3.5,72,0.7,4.9,6.9
STU0198,improving,late_bloomer,2,63,3.4,71,0.73,5.0,6.9
STU0198,improving,late_bloomer,3,58,3.4,74,0.77,5.3,7.4
STU0198,improving,late_bloomer,4,76,5.4,78,0.8,5.3,7.2
STU0198,improving,late_bloomer,5,93,5.9,93,0.8,5.4,7.5
STU0198,improving,late_bloomer,6,82,6.6,95,0.84,5.5,7.6
STU0199,declining,slow_decliner,1,69,5.1,78,0.88,8.0,6.3
STU0199,declining,slow_decliner,2,64,4.4,74,0.81,7.4,6.3
STU0199,declining,slow_decliner,3,62,4.8,73,0.76,7.6,5.6
STU0199,declining,slow_decliner,4,61,4.6,74,0.7,7.3,5.8
STU0199,declining,slow_decliner,5,61,4.1,69,0.64,7.2,5.0
STU0199,declining,slow_decliner,6,66,4.1,61,0.6,6.8,4.8
STU0200,erratic,high_erratic,1,74,5.2,48,0.82,5.0,6.5
STU0200,erratic,high_erratic,2,69,3.8,65,0.55,7.8,3.4
STU0200,erratic,high_erratic,3,52,3.3,58,0.93,8.5,4.4
STU0200,erratic,high_erratic,4,56,3.9,60,0.48,5.5,2.2
STU0200,erratic,high_erratic,5,77,4.9,50,0.74,7.5,2.7
STU0200,erratic,high_erratic,6,58,1.9,54,0.48,7.1,4.3
STU0201,declining,slow_decliner,1,67,2.7,65,0.73,6.7,7.0
STU0201,declining,slow_decliner,2,62,2.7,66,0.67,6.4,6.8
STU0201,declining,slow_decliner,3,62,2.5,59,0.59,6.4,6.9
STU0201,declining,slow_decliner,4,58,2.2,58,0.54,6.0,6.5
STU0201,declining,slow_decliner,5,60,1.9,60,0.46,6.1,5.8
STU0201,declining,slow_decliner,6,50,2.1,55,0.43,5.9,5.7
STU0202,declining,fast_decliner,1,75,5.1,89,0.97,6.9,7.4
STU0202,declining,fast_decliner,2,71,4.5,82,0.93,6.7,6.9
STU0202,declining,fast_decliner,3,65,4.0,79,0.86,6.6,6.8
STU0202,declining,fast_decliner,4,59,3.7,74,0.79,6.1,6.0
STU0202,declining,fast_decliner,5,57,3.0,66,0.72,6.1,5.8
STU0202,declining,fast_decliner,6,45,2.6,75,0.69,5.8,5.6
STU0203,stable,mid_stable,1,62,3.7,84,0.73,6.3,5.9
STU0203,stable,mid_stable,2,63,4.3,81,0.7,5.9,6.1
STU0203,stable,mid_stable,3,57,3.6,82,0.67,6.5,5.6
STU0203,stable,mid_stable,4,55,3.9,84,0.65,5.9,5.8
STU0203,stable,mid_stable,5,58,3.4,84,0.74,6.4,5.4
STU0203,stable,mid_stable,6,60,3.4,83,0.73,5.5,5.9
STU0204,erratic,high_erratic,1,75,2.8,100,0.89,6.1,3.6
STU0204,erratic,high_erratic,2,72,4.3,97,0.7,6.7,8.8
STU0204,erratic,high_erratic,3,76,5.5,74,0.37,4.1,3.4
STU0204,erratic,high_erratic,4,59,5.8,100,0.86,4.9,3.8
STU0204,erratic,high_erratic,5,76,4.9,100,1.0,8.0,8.5
STU0204,erratic,high_erratic,6,69,5.2,70,0.43,8.1,3.8
STU0205,declining,fast_decliner,1,85,5.2,86,0.79,6.7,7.2
STU0205,declining,fast_decliner,2,82,4.6,84,0.71,6.3,6.6
STU0205,declining,fast_decliner,3,78,4.5,78,0.64,6.2,6.4
STU0205,declining,fast_decliner,4,71,4.0,77,0.61,5.8,6.0
STU0205,declining,fast_decliner,5,69,3.3,80,0.53,5.6,5.5
STU0205,declining,fast_decliner,6,50,3.3,68,0.49,5.7,5.2
STU0206,erratic,high_erratic,1,70,4.2,72,0.84,8.8,9.8
STU0206,erratic,high_erratic,2,81,6.5,64,0.86,6.3,4.8
STU0206,erratic,high_erratic,3,46,7.8,66,0.73,7.9,7.3
STU0206,erratic,high_erratic,4,67,4.6,90,0.6,7.7,5.0
STU0206,erratic,high_erratic,5,77,5.5,76,0.58,7.0,4.7
STU0206,erratic,high_erratic,6,86,5.2,82,0.68,6.6,5.2
STU0207,improving,fast_improver,1,48,4.5,84,0.76,7.6,7.9
STU0207,improving,fast_improver,2,58,5.4,89,0.79,7.6,8.2
STU0207,improving,fast_improver,3,61,5.5,91,0.81,7.8,8.4
STU0207,improving,fast_improver,4,61,6.2,94,0.85,7.9,8.7
STU0207,improving,fast_improver,5,70,6.7,93,0.87,8.3,8.5
STU0207,improving,fast_improver,6,71,7.0,100,0.9,8.1,8.6
STU0208,improving,late_bloomer,1,43,2.4,75,0.66,6.2,4.5
STU0208,improving,late_bloomer,2,37,2.6,74,0.68,6.4,5.2
STU0208,improving,late_bloomer,3,42,2.7,78,0.69,6.3,5.2
STU0208,improving,late_bloomer,4,70,4.7,92,0.74,6.4,5.3
STU0208,improving,late_bloomer,5,78,5.4,86,0.78,6.5,5.5
STU0208,improving,late_bloomer,6,72,5.8,100,0.79,6.8,5.5
STU0209,declining,fast_decliner,1,84,4.0,83,0.98,8.0,9.2
STU0209,declining,fast_decliner,2,77,3.1,81,0.91,8.0,8.7
STU0209,declining,fast_decliner,3,70,2.7,73,0.84,7.7,8.6
STU0209,declining,fast_decliner,4,71,2.5,70,0.77,7.4,8.5
STU0209,declining,fast_decliner,5,66,1.8,65,0.7,7.3,7.7
STU0209,declining,fast_decliner,6,52,1.4,73,0.68,7.2,7.7
STU0210,improving,late_bloomer,1,42,3.1,68,0.53,6.9,5.2
STU0210,improving,late_bloomer,2,45,3.7,69,0.56,6.9,5.6
STU0210,improving,late_bloomer,3,44,3.6,69,0.59,7.0,5.5
STU0210,improving,late_bloomer,4,64,5.2,78,0.63,7.1,6.1
STU0210,improving,late_bloomer,5,74,5.8,80,0.66,7.3,6.0
STU0210,improving,late_bloomer,6,79,6.4,89,0.69,7.5,6.0
STU0211,stable,mid_stable,1,58,4.4,81,0.85,6.6,6.5
STU0211,stable,mid_stable,2,51,4.3,72,0.79,7.3,6.1
STU0211,stable,mid_stable,3,49,4.0,76,0.85,7.1,5.9
STU0211,stable,mid_stable,4,50,4.7,81,0.8,6.8,5.6
STU0211,stable,mid_stable,5,58,4.6,72,0.83,7.0,6.2
STU0211,stable,mid_stable,6,56,4.0,82,0.82,6.7,6.3
STU0212,stable,low_stable,1,33,3.1,71,0.5,4.4,3.0
STU0212,stable,low_stable,2,32,2.5,63,0.62,4.6,3.0
STU0212,stable,low_stable,3,26,3.0,71,0.53,4.9,2.9
STU0212,stable,low_stable,4,34,2.7,69,0.51,4.2,2.5
STU0212,stable,low_stable,5,35,2.8,65,0.56,5.0,2.6
STU0212,stable,low_stable,6,31,2.3,73,0.5,4.9,2.8
STU0213,erratic,low_erratic,1,25,1.1,59,0.38,4.0,3.0
STU0213,erratic,low_erratic,2,52,0.5,74,0.66,5.2,5.5
STU0213,erratic,low_erratic,3,41,0.5,62,0.24,6.9,4.2
STU0213,erratic,low_erratic,4,46,4.2,85,0.26,4.0,5.1
STU0213,erratic,low_erratic,5,46,3.0,88,0.23,6.2,5.9
STU0213,erratic,low_erratic,6,41,3.6,71,0.64,4.0,6.2
STU0214,declining,fast_decliner,1,75,6.5,96,0.92,7.6,9.4
STU0214,declining,fast_decliner,2,67,5.7,91,0.83,7.6,9.0
STU0214,declining,fast_decliner,3,66,5.3,85,0.76,7.5,8.8
STU0214,declining,fast_decliner,4,53,4.8,79,0.7,7.3,8.1
STU0214,declining,fast_decliner,5,51,4.5,87,0.66,7.2,8.1
STU0214,declining,fast_decliner,6,51,4.1,79,0.59,6.9,7.8
STU0215,erratic,high_erratic,1,48,6.7,86,1.0,5.6,7.3
STU0215,erratic,high_erratic,2,61,3.1,100,0.91,4.0,3.3
STU0215,erratic,high_erratic,3,70,4.7,85,0.97,5.6,2.9
STU0215,erratic,high_erratic,4,44,4.4,100,0.8,4.0,2.6
STU0215,erratic,high_erratic,5,73,3.7,70,0.89,4.0,5.3
STU0215,erratic,high_erratic,6,41,3.3,81,1.0,4.2,6.3
STU0216,stable,high_stable,1,81,6.7,78,0.92,7.4,8.4
STU0216,stable,high_stable,2,77,7.0,78,0.89,6.9,8.1
STU0216,stable,high_stable,3,73,6.6,86,0.95,7.0,8.5
STU0216,stable,high_stable,4,73,6.7,79,0.95,7.2,8.4
STU0216,stable,high_stable,5,73,6.8,79,0.97,7.2,8.4
STU0216,stable,high_stable,6,74,7.2,85,0.97,6.9,7.9
STU0217,declining,slow_decliner,1,67,3.5,84,0.71,6.8,7.8
STU0217,declining,slow_decliner,2,69,3.3,83,0.66,6.5,7.4
STU0217,declining,slow_decliner,3,66,3.2,85,0.61,6.3,6.9
STU0217,declining,slow_decliner,4,56,3.0,84,0.51,6.1,7.0
STU0217,declining,slow_decliner,5,69,3.1,79,0.45,5.8,6.3
STU0217,declining,slow_decliner,6,64,2.9,74,0.43,5.7,6.1
STU0218,erratic,high_erratic,1,81,5.2,65,0.84,4.8,7.0
STU0218,erratic,high_erratic,2,94,2.2,92,0.7,7.4,6.7
STU0218,erratic,high_erratic,3,93,3.2,54,0.77,5.3,10.0
STU0218,erratic,high_erratic,4,90,2.1,64,1.0,7.2,7.9
STU0218,erratic,high_erratic,5,78,4.4,64,0.62,6.7,9.5
STU0218,erratic,high_erratic,6,61,5.6,95,0.84,6.9,10.0
STU0219,erratic,high_erratic,1,58,3.3,90,0.57,4.2,7.6
STU0219,erratic,high_erratic,2,81,3.2,64,0.57,7.0,8.5
STU0219,erratic,high_erratic,3,95,4.5,85,0.83,8.2,10.0
STU0219,erratic,high_erratic,4,74,7.6,67,0.87,6.7,9.8
STU0219,erratic,high_erratic,5,74,6.6,90,0.6,6.0,9.7
STU0219,erratic,high_erratic,6,56,7.0,86,0.57,7.3,9.4
STU0220,improving,late_bloomer,1,52,2.1,76,0.68,5.8,6.8
STU0220,improving,late_bloomer,2,53,2.3,80,0.7,5.7,7.0
STU0220,improving,late_bloomer,3,59,2.6,78,0.73,5.9,7.2
STU0220,improving,late_bloomer,4,75,4.1,88,0.76,5.8,7.4
STU0220,improving,late_bloomer,5,92,4.6,100,0.83,6.0,7.8
STU0220,improving,late_bloomer,6,89,5.1,93,0.83,6.2,7.7
STU0221,declining,slow_decliner,1,58,4.4,84,0.59,5.9,5.0
STU0221,declining,slow_decliner,2,58,4.7,84,0.55,5.4,4.6
STU0221,declining,slow_decliner,3,58,4.3,85,0.47,5.3,4.5
STU0221,declining,slow_decliner,4,49,4.1,82,0.42,5.2,4.4
STU0221,declining,slow_decliner,5,49,3.8,77,0.37,4.9,3.6
STU0221,declining,slow_decliner,6,46,3.5,69,0.32,4.9,3.8
STU0222,erratic,low_erratic,1,47,3.9,67,0.58,8.2,3.9
STU0222,erratic,low_erratic,2,68,1.8,60,0.77,6.1,1.0
STU0222,erratic,low_erratic,3,72,2.4,86,0.49,5.0,5.1
STU0222,erratic,low_erratic,4,60,3.7,74,0.35,7.2,2.3
STU0222,erratic,low_erratic,5,71,0.7,60,0.67,5.8,5.8
STU0222,erratic,low_erratic,6,68,0.9,75,0.57,4.1,2.3
STU0223,improving,fast_improver,1,57,3.9,85,0.72,8.1,9.2
STU0223,improving,fast_improver,2,57,3.9,87,0.74,8.1,9.2
STU0223,improving,fast_improver,3,64,4.3,85,0.77,8.4,9.5
STU0223,improving,fast_improver,4,72,4.8,93,0.81,8.2,9.4
STU0223,improving,fast_improver,5,71,5.7,92,0.85,8.4,9.7
STU0223,improving,fast_improver,6,96,5.8,93,0.88,8.8,10.0
STU0224,stable,low_stable,1,33,3.2,56,0.42,6.5,5.8
STU0224,stable,low_stable,2,29,3.3,56,0.41,7.3,6.4
STU0224,stable,low_stable,3,28,2.6,45,0.38,6.6,6.0
STU0224,stable,low_stable,4,33,2.8,47,0.37,6.9,6.4
STU0224,stable,low_stable,5,28,2.7,52,0.35,6.9,6.4
STU0224,stable,low_stable,6,36,3.0,51,0.34,6.7,6.2
STU0225,improving,slow_improver,1,45,3.9,69,0.65,6.2,7.4
STU0225,improving,slow_improver,2,47,4.5,71,0.71,6.4,7.6
STU0225,improving,slow_improver,3,47,4.5,71,0.74,6.4,8.2
STU0225,improving,slow_improver,4,52,4.8,77,0.74,6.7,8.2
STU0225,improving,slow_improver,5,65,4.8,73,0.79,6.8,8.2
STU0225,improving,slow_improver,6,65,4.8,80,0.83,6.8,8.4
STU0226,erratic,low_erratic,1,58,0.5,84,0.51,4.0,4.2
STU0226,erratic,low_erratic,2,39,0.9,85,0.26,5.7,4.1
STU0226,erratic,low_erratic,3,39,3.4,52,0.21,4.6,5.3
STU0226,erratic,low_erratic,4,51,2.1,68,0.37,4.1,1.2
STU0226,erratic,low_erratic,5,68,0.5,64,0.48,4.0,3.2
STU0226,erratic,low_erratic,6,50,0.5,56,0.38,4.7,4.4
STU0227,improving,slow_improver,1,57,3.9,84,0.66,7.0,7.0
STU0227,improving,slow_improver,2,60,3.7,84,0.7,7.3,7.3
STU0227,improving,slow_improver,3,65,3.9,89,0.69,7.2,7.2
STU0227,improving,slow_improver,4,63,4.2,89,0.75,7.3,7.7
STU0227,improving,slow_improver,5,76,4.3,92,0.76,7.3,7.9
STU0227,improving,slow_improver,6,79,4.9,89,0.81,7.5,8.1
STU0228,stable,mid_stable,1,59,3.0,70,0.63,7.7,6.0
STU0228,stable,mid_stable,2,69,2.8,73,0.69,6.9,6.0
STU0228,stable,mid_stable,3,59,3.5,65,0.71,7.1,5.8
STU0228,stable,mid_stable,4,67,2.8,64,0.67,7.2,5.6
STU0228,stable,mid_stable,5,61,3.5,70,0.72,7.0,6.4
STU0228,stable,mid_stable,6,64,3.0,67,0.68,7.0,5.4
STU0229,declining,slow_decliner,1,76,4.7,67,0.73,7.6,5.3
STU0229,declining,slow_decliner,2,75,4.5,65,0.7,7.2,4.8
STU0229,declining,slow_decliner,3,68,4.6,68,0.63,7.0,4.6
STU0229,declining,slow_decliner,4,70,4.4,65,0.58,6.9,4.3
STU0229,declining,slow_decliner,5,67,3.9,60,0.53,6.8,3.8
STU0229,declining,slow_decliner,6,57,4.2,65,0.44,6.5,3.7
STU0230,erratic,high_erratic,1,56,2.9,94,1.0,7.8,6.5
STU0230,erratic,high_erratic,2,73,3.0,64,0.9,7.6,10.0
STU0230,erratic,high_erratic,3,55,1.1,68,0.6,9.5,8.7
STU0230,erratic,high_erratic,4,55,1.3,97,1.0,8.4,10.0
STU0230,erratic,high_erratic,5,64,0.9,89,0.63,7.5,7.1
STU0230,erratic,high_erratic,6,59,0.8,100,0.85,7.9,5.1
STU0231,erratic,high_erratic,1,82,4.5,88,0.75,7.7,10.0
STU0231,erratic,high_erratic,2,67,6.8,85,0.88,5.6,9.1
STU0231,erratic,high_erratic,3,72,4.8,65,0.51,5.8,10.0
STU0231,erratic,high_erratic,4,64,6.6,89,0.51,7.4,7.5
STU0231,erratic,high_erratic,5,97,4.3,58,0.6,5.8,6.4
STU0231,erratic,high_erratic,6,100,3.6,78,0.82,5.5,8.5
STU0232,erratic,high_erratic,1,85,3.4,78,0.63,7.6,8.0
STU0232,erratic,high_erratic,2,55,2.9,79,0.49,7.9,4.4
STU0232,erratic,high_erratic,3,51,7.1,49,0.7,6.9,7.7
STU0232,erratic,high_erratic,4,81,4.4,55,0.52,8.2,4.4
STU0232,erratic,high_erratic,5,69,5.3,63,0.72,6.2,4.7
STU0232,erratic,high_erratic,6,65,6.2,76,0.89,7.4,7.2
STU0233,declining,fast_decliner,1,71,5.1,93,0.89,6.2,7.1
STU0233,declining,fast_decliner,2,67,4.9,93,0.84,6.2,6.8
STU0233,declining,fast_decliner,3,55,4.1,84,0.8,5.7,6.6
STU0233,declining,fast_decliner,4,56,3.8,84,0.71,5.8,5.8
STU0233,declining,fast_decliner,5,41,3.5,75,0.65,5.6,5.6
STU0233,declining,fast_decliner,6,41,2.9,71,0.59,5.4,5.4
STU0234,erratic,high_erratic,1,84,5.8,79,1.0,6.8,5.5
STU0234,erratic,high_erratic,2,84,6.3,59,0.55,7.3,7.6
STU0234,erratic,high_erratic,3,99,4.7,75,0.68,8.2,10.0
STU0234,erratic,high_erratic,4,69,4.9,59,1.0,9.5,6.0
STU0234,erratic,high_erratic,5,80,5.6,48,0.94,7.1,10.0
STU0234,erratic,high_erratic,6,73,5.5,48,0.95,5.8,6.4
STU0235,improving,fast_improver,1,47,3.4,79,0.72,6.1,7.9
STU0235,improving,fast_improver,2,52,3.5,82,0.77,6.1,8.0
STU0235,improving,fast_improver,3,57,4.2,80,0.76,6.4,7.8
STU0235,improving,fast_improver,4,58,4.7,89,0.82,6.5,8.2
STU0235,improving,fast_improver,5,69,5.1,96,0.85,6.4,8.2
STU0235,improving,fast_improver,6,85,5.5,91,0.85,6.7,8.7
STU0236,stable,low_stable,1,38,0.8,69,0.41,6.5,4.8
STU0236,stable,low_stable,2,40,1.0,63,0.36,6.4,4.5
STU0236,stable,low_stable,3,39,0.7,59,0.32,5.5,4.8
STU0236,stable,low_stable,4,42,1.8,70,0.31,5.4,5.3
STU0236,stable,low_stable,5,39,0.7,69,0.42,5.8,5.4
STU0236,stable,low_stable,6,35,1.5,69,0.31,5.5,5.4
STU0237,improving,slow_improver,1,52,2.3,76,0.64,7.6,5.8
STU0237,improving,slow_improver,2,59,2.7,76,0.66,7.8,5.9
STU0237,improving,slow_improver,3,56,2.9,79,0.7,7.9,6.2
STU0237,improving,slow_improver,4,63,3.2,78,0.73,7.8,6.7
STU0237,improving,slow_improver,5,59,3.2,83,0.76,8.0,6.7
STU0237,improving,slow_improver,6,60,3.2,85,0.81,7.9,6.8
STU0238,erratic,low_erratic,1,56,1.3,40,0.33,5.6,3.8
STU0238,erratic,low_erratic,2,49,4.1,60,0.6,4.0,2.4
STU0238,erratic,low_erratic,3,43,2.8,55,0.23,7.2,5.5
STU0238,erratic,low_erratic,4,54,0.9,57,0.56,7.1,2.6
STU0238,erratic,low_erratic,5,23,1.2,40,0.67,6.8,6.0
STU0238,erratic,low_erratic,6,55,1.4,66,0.55,4.0,2.2
STU0239,declining,slow_decliner,1,55,3.1,68,0.83,6.4,5.4
STU0239,declining,slow_decliner,2,52,3.2,66,0.79,6.6,5.2
STU0239,declining,slow_decliner,3,48,2.7,69,0.73,6.3,5.2
STU0239,declining,slow_decliner,4,47,2.5,61,0.66,6.0,5.0
STU0239,declining,slow_decliner,5,40,2.7,62,0.6,5.9,4.3
STU0239,declining,slow_decliner,6,53,2.1,63,0.53,5.6,4.3
STU0240,declining,burnout,1,89,7.1,83,0.94,4.8,7.4
STU0240,declining,burnout,2,90,7.2,81,0.89,4.6,7.0
STU0240,declining,burnout,3,94,6.8,80,0.82,4.4,7.1
STU0240,declining,burnout,4,66,4.9,65,0.76,4.1,6.7
STU0240,declining,burnout,5,45,4.3,54,0.69,4.2,6.1
STU0240,declining,burnout,6,30,3.2,48,0.64,4.0,6.3
STU0241,erratic,high_erratic,1,72,1.0,93,0.57,6.4,8.4
STU0241,erratic,high_erratic,2,92,3.2,85,0.59,4.6,7.6
STU0241,erratic,high_erratic,3,86,1.3,94,0.87,5.2,6.7
STU0241,erratic,high_erratic,4,81,4.8,57,0.77,4.9,6.8
STU0241,erratic,high_erratic,5,64,3.2,75,0.84,6.7,6.8
STU0241,erratic,high_erratic,6,65,3.7,81,0.56,4.5,5.3
STU0242,improving,late_bloomer,1,47,2.8,74,0.7,5.8,5.1
STU0242,improving,late_bloomer,2,44,3.1,71,0.74,6.1,5.5
STU0242,improving,late_bloomer,3,46,3.2,71,0.79,6.2,5.5
STU0242,improving,late_bloomer,4,71,4.4,82,0.83,6.2,6.0
STU0242,improving,late_bloomer,5,71,4.9,95,0.84,6.4,6.2
STU0242,improving,late_bloomer,6,97,5.6,100,0.88,6.4,6.6
STU0243,improving,late_bloomer,1,49,2.1,73,0.53,6.9,6.1
STU0243,improving,late_bloomer,2,50,1.9,74,0.59,7.1,6.3
STU0243,improving,late_bloomer,3,51,2.1,77,0.59,7.1,6.3
STU0243,improving,late_bloomer,4,73,4.0,83,0.63,7.4,6.7
STU0243,improving,late_bloomer,5,74,4.5,91,0.69,7.5,6.8
STU0243,improving,late_bloomer,6,82,5.1,90,0.69,7.4,6.9
STU0244,declining,burnout,1,85,5.2,97,0.83,5.2,8.0
STU0244,declining,burnout,2,85,4.8,97,0.77,4.9,7.6
STU0244,declining,burnout,3,80,4.8,95,0.71,4.9,7.4
STU0244,declining,burnout,4,62,2.9,86,0.65,4.7,7.0
STU0244,declining,burnout,5,51,1.9,71,0.58,4.6,6.8
STU0244,declining,burnout,6,57,1.1,67,0.54,4.1,6.6
STU0245,declining,fast_decliner,1,79,4.7,96,0.73,6.6,8.1
STU0245,declining,fast_decliner,2,72,4.0,90,0.63,6.6,8.2
STU0245,declining,fast_decliner,3,67,4.0,90,0.58,6.5,7.5
STU0245,declining,fast_decliner,4,61,3.2,81,0.52,6.1,7.2
STU0245,declining,fast_decliner,5,44,3.1,76,0.47,5.8,7.2
STU0245,declining,fast_decliner,6,46,2.4,78,0.39,5.6,6.9
STU0246,declining,burnout,1,88,7.7,84,0.97,6.4,9.4
STU0246,declining,burnout,2,89,7.4,80,0.89,6.3,8.9
STU0246,declining,burnout,3,84,7.2,81,0.85,6.1,8.6
STU0246,declining,burnout,4,51,5.0,71,0.79,5.7,8.1
STU0246,declining,burnout,5,48,4.2,60,0.72,5.8,8.2
STU0246,declining,burnout,6,24,3.5,53,0.65,5.5,7.6
STU0247,improving,fast_improver,1,53,3.2,74,0.71,6.6,6.8
STU0247,improving,fast_improver,2,61,3.7,77,0.73,6.9,6.7
STU0247,improving,fast_improver,3,65,4.1,78,0.76,6.9,6.9
STU0247,improving,fast_improver,4,65,4.6,85,0.78,7.0,7.1
STU0247,improving,fast_improver,5,76,5.0,92,0.8,7.0,7.7
STU0247,improving,fast_improver,6,87,5.6,95,0.83,7.4,7.4
STU0248,erratic,high_erratic,1,55,4.4,71,0.63,6.3,8.9
STU0248,erratic,high_erratic,2,48,5.4,82,0.91,7.1,7.3
STU0248,erratic,high_erratic,3,50,3.2,55,0.95,6.0,6.7
STU0248,erratic,high_erratic,4,82,5.4,83,0.89,8.1,5.4
STU0248,erratic,high_erratic,5,84,3.8,64,0.46,7.1,9.2
STU0248,erratic,high_erratic,6,89,5.5,63,0.76,5.8,5.3
STU0249,improving,late_bloomer,1,47,2.3,61,0.68,6.9,6.8
STU0249,improving,late_bloomer,2,50,2.4,61,0.71,6.7,6.8
STU0249,improving,late_bloomer,3,49,2.8,62,0.75,7.0,7.2
STU0249,improving,late_bloomer,4,63,4.6,76,0.78,7.2,7.6
STU0249,improving,late_bloomer,5,71,4.9,78,0.81,7.1,7.6
STU0249,improving,late_bloomer,6,95,5.5,84,0.83,7.2,7.8
STU0250,improving,fast_improver,1,53,4.1,76,0.78,6.6,9.1
STU0250,improving,fast_improver,2,63,4.8,78,0.79,6.7,8.9
STU0250,improving,fast_improver,3,66,5.1,85,0.83,7.1,9.6
STU0250,improving,fast_improver,4,72,5.4,86,0.85,7.1,9.3
STU0250,improving,fast_improver,5,77,5.9,93,0.91,7.3,9.9
STU0250,improving,fast_improver,6,84,6.5,85,0.91,7.2,10.0
STU0251,declining,burnout,1,80,6.2,92,0.93,6.1,6.7
STU0251,declining,burnout,2,82,6.3,94,0.86,5.6,6.7
STU0251,declining,burnout,3,77,6.1,92,0.8,5.7,6.4
STU0251,declining,burnout,4,53,3.7,81,0.74,5.6,6.2
STU0251,declining,burnout,5,58,3.4,66,0.66,5.5,5.9
STU0251,declining,burnout,6,47,2.4,73,0.61,5.1,5.4
STU0252,erratic,low_erratic,1,25,5.5,48,0.48,6.6,3.8
STU0252,erratic,low_erratic,2,36,4.0,45,0.47,7.7,5.3
STU0252,erratic,low_erratic,3,24,5.0,40,0.69,7.2,5.6
STU0252,erratic,low_erratic,4,39,5.6,57,0.6,5.0,3.1
STU0252,erratic,low_erratic,5,30,3.4,50,0.22,8.4,2.8
STU0252,erratic,low_erratic,6,20,1.8,55,0.38,7.6,6.0
STU0253,erratic,high_erratic,1,74,5.6,92,0.55,4.4,4.4
STU0253,erratic,high_erratic,2,58,4.4,96,0.9,5.2,8.8
STU0253,erratic,high_erratic,3,59,4.5,90,0.78,7.3,8.5
STU0253,erratic,high_erratic,4,97,3.8,78,0.68,6.8,10.0
STU0253,erratic,high_erratic,5,63,4.9,65,0.48,5.4,6.7
STU0253,erratic,high_erratic,6,98,5.3,88,0.97,4.7,5.8
STU0254,erratic,low_erratic,1,32,1.2,49,0.66,5.1,2.5
STU0254,erratic,low_erratic,2,48,0.5,46,0.26,4.0,1.0
STU0254,erratic,low_erratic,3,20,2.4,71,0.36,4.0,5.6
STU0254,erratic,low_erratic,4,26,1.8,49,0.33,4.5,2.0
STU0254,erratic,low_erratic,5,25,2.4,40,0.22,6.6,3.0
STU0254,erratic,low_erratic,6,36,0.5,50,0.39,4.6,2.8
STU0255,erratic,high_erratic,1,95,2.2,59,0.31,5.6,9.3
STU0255,erratic,high_erratic,2,82,3.7,59,0.92,6.9,7.9
STU0255,erratic,high_erratic,3,78,4.1,75,0.24,5.1,8.2
STU0255,erratic,high_erratic,4,68,3.4,65,0.82,5.3,10.0
STU0255,erratic,high_erratic,5,81,2.7,90,0.29,6.2,8.0
STU0255,erratic,high_erratic,6,92,1.7,63,0.74,7.3,6.0
STU0256,improving,slow_improver,1,51,3.6,69,0.67,5.9,6.2
STU0256,improving,slow_improver,2,53,3.9,69,0.7,6.2,6.8
STU0256,improving,slow_improver,3,50,3.7,73,0.76,6.0,6.7
STU0256,improving,slow_improver,4,50,4.2,73,0.78,6.1,6.9
STU0256,improving,slow_improver,5,64,4.0,73,0.82,6.1,7.5
STU0256,improving,slow_improver,6,55,4.7,81,0.83,6.5,7.6
STU0257,declining,slow_decliner,1,64,3.8,75,0.63,7.0,6.1
STU0257,declining,slow_decliner,2,64,3.2,70,0.59,6.8,6.1
STU0257,declining,slow_decliner,3,59,3.1,71,0.51,6.9,5.8
STU0257,declining,slow_decliner,4,54,3.1,69,0.46,6.7,5.1
